replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
7           	2800        	23          	0.7831      	0.07754     	0.1171      
7           	2900        	22          	0.7915      	0.03726     	0.08735     
7           	3000        	20          	0.7761      	0.08443     	0.0905      
7           	3100        	22          	0.7715      	0.07879     	0.07072     
7           	3200        	14          	0.7636      	0.09767     	0.06216     
7           	3300        	17          	0.7547      	0.1062      	0.05658     
7           	3400        	25          	0.7617      	0.07844     	0.07191     
7           	3500        	23          	0.7812      	0.01791     	0.09968     
7           	3600        	20          	0.7667      	0.03865     	0.09702     
7           	3700        	19          	0.78        	0.02438     	0.08791     
7           	3800        	18          	0.7901      	0.02693     	0.07343     
7           	3900        	18          	0.7909      	0.03847     	0.08884     
7           	4000        	21          	0.7711      	0.07727     	0.09098     
7           	4100        	21          	0.7736      	0.09023     	0.1058      
7           	4200        	15          	0.7656      	0.05722     	0.09928     
7           	4300        	16          	0.7565      	0.06836     	0.06197     
7           	4400        	15          	0.764       	0.06373     	0.05045     
7           	4500        	19          	0.7507      	0.06604     	0.05352     
7           	4600        	18          	0.7413      	0.04592     	0.05342     
7           	4700        	18          	0.7518      	0.05517     	0.0725      
7           	4800        	18          	0.7463      	0.06174     	0.06791     
7           	4900        	15          	0.7532      	0.008797    	0.05286     
7           	5000        	12          	0.7609      	0.01788     	0.06434     
8           	1           	152         	0.9867      	0.01397     	8.082       
8           	100         	57          	0.9663      	-0.06849    	1.856       
8           	200         	44          	0.9499      	-0.01012    	0.9368      
8           	300         	34          	0.9342      	-0.03883    	0.5257      
8           	400         	30          	0.9345      	-0.08071    	0.4638      
8           	500         	31          	0.9303      	-0.07027    	0.3959      
8           	600         	32          	0.9297      	-0.07274    	0.3506      
8           	700         	35          	0.9239      	-0.04285    	0.3093      
8           	800         	24          	0.916       	-0.0381     	0.2629      
8           	900         	29          	0.9035      	-0.08653    	0.2799      
8           	1000        	26          	0.8896      	-0.08141    	0.2509      
8           	1100        	20          	0.8931      	-0.1171     	0.2338      
8           	1200        	27          	0.8848      	-0.1088     	0.2543      
8           	1300        	27          	0.8903      	-0.05409    	0.2501      
8           	1400        	21          	0.8816      	-0.07387    	0.1725      
8           	1500        	23          	0.8605      	0.009156    	0.1705      
8           	1600        	21          	0.8498      	0.001663    	0.1553      
8           	1700        	23          	0.8772      	0.003458    	0.1868      
8           	1800        	24          	0.8767      	-0.04211    	0.1818      
8           	1900        	27          	0.866       	0.02204     	0.2224      
8           	2000        	21          	0.8707      	-0.008778   	0.187       
8           	2100        	19          	0.8692      	-0.02873    	0.1713      
8           	2200        	23          	0.8687      	-0.05767    	0.1706      
8           	2300        	25          	0.8736      	0.0144      	0.1454      
8           	2400        	22          	0.8684      	0.02781     	0.1352      
8           	2500        	21          	0.8596      	0.03849     	0.1352      
8           	2600        	20          	0.8429      	0.03015     	0.1434      
8           	2700        	25          	0.8446      	-0.01546    	0.1231      
8           	2800        	20          	0.8487      	-0.06833    	0.129       
8           	2900        	21          	0.8381      	-0.09931    	0.1153      
8           	3000        	26          	0.8424      	-0.0348     	0.121       
8           	3100        	16          	0.8181      	-0.06033    	0.1085      
8           	3200        	15          	0.7902      	-0.03779    	0.1252      
8           	3300        	15          	0.7988      	-0.009411   	0.1176      
8           	3400        	18          	0.7985      	0.01107     	0.1101      
8           	3500        	21          	0.7998      	0.04729     	0.1122      
8           	3600        	17          	0.7797      	0.02156     	0.117       
8           	3700        	15          	0.7653      	-0.009298   	0.0968      
8           	3800        	20          	0.7725      	-0.05011    	0.09198     
8           	3900        	22          	0.7874      	-0.001899   	0.1006      
8           	4000        	20          	0.7919      	-0.04315    	0.1141      
8           	4100        	21          	0.7872      	0.01118     	0.1248      
8           	4200        	23          	0.7477      	-0.006917   	0.1128      
8           	4300        	18          	0.7234      	-0.007143   	0.1202      
8           	4400        	22          	0.6937      	0.01144     	0.08137     
8           	4500        	20          	0.6997      	-0.0306     	0.09108     
8           	4600        	19          	0.6935      	-0.04852    	0.06929     
8           	4700        	19          	0.7031      	-0.05115    	0.08353     
8           	4800        	18          	0.6608      	-0.000463   	0.08272     
8           	4900        	22          	0.6515      	0.009959    	0.09861     
8           	5000        	17          	0.6517      	-0.01196    	0.08296     
9           	1           	158         	0.9867      	-0.0713     	8.089       
9           	100         	59          	0.9651      	-0.1203     	1.897       
9           	200         	43          	0.9416      	-0.05337    	0.791       
9           	300         	30          	0.9203      	0.09741     	0.5734      
9           	400         	32          	0.9139      	0.09683     	0.4279      
9           	500         	28          	0.9031      	0.1901      	0.382       
9           	600         	23          	0.8968      	0.129       	0.3133      
9           	700         	24          	0.8868      	0.09705     	0.2752      
9           	800         	25          	0.8716      	0.114       	0.2762      
9           	900         	25          	0.8634      	0.07414     	0.2639      
9           	1000        	27          	0.8622      	-0.02844    	0.2696      
9           	1100        	23          	0.8664      	-0.03564    	0.2483      
9           	1200        	23          	0.8507      	0.02048     	0.1907      
9           	1300        	25          	0.8397      	-0.03682    	0.2157      
9           	1400        	23          	0.8255      	0.01397     	0.1866      
9           	1500        	20          	0.8279      	0.006463    	0.205       
9           	1600        	23          	0.8215      	-0.0007181  	0.1905      
9           	1700        	21          	0.8102      	-0.03908    	0.1789      
9           	1800        	17          	0.8065      	-0.08127    	0.171       
9           	1900        	18          	0.7922      	-0.1398     	0.1459      
9           	2000        	14          	0.7745      	-0.1058     	0.1326      
9           	2100        	26          	0.7764      	-0.1067     	0.1521      
9           	2200        	17          	0.7414      	-0.0981     	0.1234      
9           	2300        	14          	0.7271      	-0.02848    	0.1728      
9           	2400        	18          	0.6955      	-0.06574    	0.1283      
9           	2500        	18          	0.7197      	-0.01993    	0.1384      
9           	2600        	21          	0.7171      	0.01116     	0.1307      
9           	2700        	23          	0.6875      	-0.0309     	0.1542      
9           	2800        	18          	0.6816      	-0.04106    	0.1201      
9           	2900        	16          	0.7017      	-0.04857    	0.1399      
9           	3000        	15          	0.6614      	-0.01277    	0.1126      
9           	3100        	18          	0.6709      	-0.01726    	0.09916     
9           	3200        	14          	0.6941      	0.01662     	0.1223      
9           	3300        	16          	0.6674      	0.02963     	0.09522     
9           	3400        	23          	0.6889      	0.02674     	0.115       
9           	3500        	18          	0.6674      	0.01403     	0.1112      
9           	3600        	21          	0.6654      	0.05058     	0.1114      
9           	3700        	17          	0.6514      	0.07444     	0.102       
9           	3800        	18          	0.628       	0.05276     	0.1167      
9           	3900        	17          	0.6053      	0.05397     	0.08917     
9           	4000        	16          	0.5906      	0.07253     	0.08129     
9           	4100        	18          	0.5786      	0.04711     	0.06328     
9           	4200        	18          	0.5848      	0.03937     	0.06948     
9           	4300        	15          	0.5858      	0.01473     	0.07679     
9           	4400        	13          	0.5768      	0.03677     	0.09821     
9           	4500        	14          	0.5639      	0.04831     	0.07998     
9           	4600        	17          	0.5832      	0.002438    	0.07963     
9           	4700        	17          	0.5764      	-0.01306    	0.09227     
9           	4800        	18          	0.5652      	-0.05745    	0.08576     
9           	4900        	16          	0.5645      	-0.03719    	0.06863     
9           	5000        	17          	0.5793      	-0.03986    	0.08149     
10          	1           	153         	0.9867      	-0.001597   	8.022       
10          	100         	54          	0.9634      	-0.005121   	1.516       
10          	200         	41          	0.9485      	-0.1092     	1.006       
10          	300         	38          	0.9268      	-0.0195     	0.6807      
10          	400         	31          	0.9097      	0.04234     	0.5083      
10          	500         	34          	0.9064      	0.06386     	0.4431      
10          	600         	24          	0.8921      	0.04562     	0.3683      
10          	700         	25          	0.873       	0.06977     	0.3189      
10          	800         	28          	0.868       	0.0402      	0.295       
10          	900         	24          	0.8529      	-0.05879    	0.2228      
10          	1000        	25          	0.856       	-0.06979    	0.1683      
10          	1100        	29          	0.861       	-0.07958    	0.1584      
10          	1200        	23          	0.8467      	-0.1131     	0.1604      
10          	1300        	20          	0.8383      	-0.1004     	0.1397      
10          	1400        	19          	0.8051      	-0.05642    	0.1139      
10          	1500        	24          	0.7797      	-0.08517    	0.1002      
10          	1600        	22          	0.78        	-0.06154    	0.09826     
10          	1700        	20          	0.7834      	-0.06082    	0.1175      
10          	1800        	18          	0.7662      	-0.1057     	0.06688     
10          	1900        	17          	0.7658      	-0.111      	0.04945     
10          	2000        	16          	0.7614      	-0.09662    	0.05842     
10          	2100        	23          	0.7448      	-0.1209     	0.08633     
10          	2200        	17          	0.7369      	-0.1242     	0.06343     
10          	2300        	17          	0.7447      	-0.1312     	0.0514      
10          	2400        	16          	0.7592      	-0.1418     	0.05918     
10          	2500        	20          	0.7573      	-0.1053     	0.09458     
10          	2600        	22          	0.7637      	-0.1401     	0.06999     
10          	2700        	20          	0.7511      	-0.08504    	0.08091     
10          	2800        	15          	0.7359      	-0.1097     	0.06217     
10          	2900        	18          	0.7141      	-0.07342    	0.07783     
10          	3000        	25          	0.6996      	-0.09436    	0.05855     
