replicate   	generation  	adlt.nbInd  	q.adlt.a.freq_l1_a1	q.adlt.a.freq_l1_a2	q.adlt.a.freq_l2_a1	q.adlt.a.freq_l2_a2
29          	96          	1000        	0.993       	0.007       	0.587       	0.413       
29          	97          	1000        	0.994       	0.006       	0.6015      	0.3985      
29          	98          	1000        	0.993       	0.007       	0.6095      	0.3905      
29          	99          	1000        	0.9935      	0.0065      	0.6155      	0.3845      
29          	100         	1000        	0.994       	0.006       	0.6255      	0.3745      
29          	101         	1000        	0.9955      	0.0045      	0.653       	0.347       
29          	102         	1000        	0.997       	0.003       	0.658       	0.342       
29          	103         	1000        	0.9995      	0.0005      	0.6555      	0.3445      
29          	104         	1000        	0.999       	0.001       	0.6495      	0.3505      
29          	105         	1000        	0.998       	0.002       	0.64        	0.36        
29          	106         	1000        	0.998       	0.002       	0.6375      	0.3625      
29          	107         	1000        	0.998       	0.002       	0.622       	0.378       
29          	108         	1000        	0.9975      	0.0025      	0.6105      	0.3895      
29          	109         	1000        	0.9965      	0.0035      	0.604       	0.396       
29          	110         	1000        	0.995       	0.005       	0.5845      	0.4155      
29          	111         	1000        	0.992       	0.008       	0.5895      	0.4105      
29          	112         	1000        	0.9905      	0.0095      	0.5985      	0.4015      
29          	113         	1000        	0.989       	0.011       	0.6         	0.4         
29          	114         	1000        	0.99        	0.01        	0.5975      	0.4025      
29          	115         	1000        	0.991       	0.009       	0.59        	0.41        
29          	116         	1000        	0.9935      	0.0065      	0.595       	0.405       
29          	117         	1000        	0.9935      	0.0065      	0.582       	0.418       
29          	118         	1000        	0.9905      	0.0095      	0.5815      	0.4185      
29          	119         	1000        	0.992       	0.008       	0.5805      	0.4195      
29          	120         	1000        	0.9925      	0.0075      	0.582       	0.418       
29          	121         	1000        	0.995       	0.005       	0.5735      	0.4265      
29          	122         	1000        	0.9955      	0.0045      	0.5715      	0.4285      
29          	123         	1000        	0.9925      	0.0075      	0.563       	0.437       
29          	124         	1000        	0.993       	0.007       	0.572       	0.428       
29          	125         	1000        	0.991       	0.009       	0.571       	0.429       
29          	126         	1000        	0.989       	0.011       	0.5835      	0.4165      
29          	127         	1000        	0.992       	0.008       	0.581       	0.419       
29          	128         	1000        	0.991       	0.009       	0.5825      	0.4175      
29          	129         	1000        	0.994       	0.006       	0.5755      	0.4245      
29          	130         	1000        	0.995       	0.005       	0.567       	0.433       
29          	131         	1000        	0.9915      	0.0085      	0.5795      	0.4205      
29          	132         	1000        	0.9925      	0.0075      	0.565       	0.435       
29          	133         	1000        	0.9915      	0.0085      	0.564       	0.436       
29          	134         	1000        	0.992       	0.008       	0.5795      	0.4205      
29          	135         	1000        	0.9895      	0.0105      	0.568       	0.432       
29          	136         	1000        	0.9915      	0.0085      	0.571       	0.429       
29          	137         	1000        	0.992       	0.008       	0.577       	0.423       
29          	138         	1000        	0.9915      	0.0085      	0.5685      	0.4315      
29          	139         	1000        	0.989       	0.011       	0.5655      	0.4345      
29          	140         	1000        	0.989       	0.011       	0.572       	0.428       
29          	141         	1000        	0.9895      	0.0105      	0.5815      	0.4185      
29          	142         	1000        	0.99        	0.01        	0.5775      	0.4225      
