replicate   	generation  	n.adlt.nbAll	n.adlt.ho   	n.adlt.hs   
1           	621         	11          	0.7184      	0.7192      
1           	622         	11          	0.7243      	0.7195      
1           	623         	11          	0.7115      	0.7141      
1           	624         	11          	0.7165      	0.7124      
1           	625         	11          	0.7098      	0.7105      
1           	626         	11          	0.7063      	0.7096      
1           	627         	11          	0.7178      	0.7138      
1           	628         	11          	0.7054      	0.7056      
1           	629         	11          	0.702       	0.7062      
1           	630         	11          	0.7091      	0.7083      
1           	631         	11          	0.7119      	0.7111      
1           	632         	11          	0.7164      	0.7149      
1           	633         	11          	0.7098      	0.7151      
1           	634         	11          	0.7205      	0.718       
1           	635         	11          	0.7165      	0.7215      
1           	636         	11          	0.7253      	0.7228      
1           	637         	11          	0.7263      	0.7211      
1           	638         	11          	0.7191      	0.7189      
1           	639         	11          	0.7211      	0.7211      
1           	640         	11          	0.7238      	0.7227      
1           	641         	11          	0.7206      	0.7211      
1           	642         	11          	0.7247      	0.7254      
1           	643         	11          	0.7259      	0.7274      
1           	644         	11          	0.7235      	0.7274      
1           	645         	11          	0.7264      	0.7244      
1           	646         	11          	0.7199      	0.72        
1           	647         	11          	0.7216      	0.7216      
1           	648         	11          	0.7251      	0.7225      
1           	649         	11          	0.7248      	0.7251      
1           	650         	11          	0.7201      	0.7196      
1           	651         	11          	0.7176      	0.7199      
1           	652         	11          	0.727       	0.7223      
1           	653         	11          	0.723       	0.7215      
1           	654         	11          	0.7196      	0.7231      
1           	655         	11          	0.7259      	0.7235      
1           	656         	11          	0.7355      	0.7289      
1           	657         	11          	0.7327      	0.7253      
1           	658         	11          	0.7285      	0.7232      
