replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
10          	2000        	31          	0.8969      	-1.647      	4.704       
10          	2100        	28          	0.8909      	-1.185      	4.922       
10          	2200        	26          	0.8997      	-1.197      	5.544       
10          	2300        	37          	0.8882      	-1.128      	5.154       
10          	2400        	29          	0.8896      	-1.274      	4.777       
10          	2500        	34          	0.9         	-1.423      	6.308       
10          	2600        	38          	0.8892      	-0.8156     	6.234       
10          	2700        	37          	0.8936      	-0.6803     	5.401       
10          	2800        	30          	0.8914      	-0.6671     	5.539       
10          	2900        	38          	0.8767      	-0.7384     	5.008       
10          	3000        	27          	0.8593      	-0.719      	5.108       
10          	3100        	34          	0.8507      	-0.9701     	4.723       
10          	3200        	25          	0.8553      	-1.066      	4.94        
10          	3300        	27          	0.8402      	-1.333      	4.391       
10          	3400        	30          	0.8252      	-1.27       	3.99        
10          	3500        	26          	0.8357      	-1.56       	4.24        
10          	3600        	28          	0.8488      	-1.339      	3.869       
10          	3700        	31          	0.8701      	-1.574      	4.87        
10          	3800        	31          	0.8734      	-1.661      	4.853       
10          	3900        	29          	0.8894      	-1.847      	5.111       
10          	4000        	33          	0.8897      	-1.751      	5.48        
10          	4100        	32          	0.8863      	-1.37       	4.904       
10          	4200        	33          	0.8781      	-1.427      	6.664       
10          	4300        	32          	0.8783      	-1.608      	7.174       
10          	4400        	34          	0.8739      	-1.736      	6.975       
10          	4500        	26          	0.8845      	-1.717      	7.204       
10          	4600        	30          	0.8726      	-1.867      	8.043       
10          	4700        	28          	0.8702      	-1.869      	7.277       
10          	4800        	27          	0.8611      	-2.259      	7.272       
10          	4900        	28          	0.8577      	-2.353      	7.081       
10          	5000        	26          	0.855       	-1.917      	7.547       
