replicate   	generation  	q.adlt.nbAll	q.adlt.hs   	q.meanG     	q.varG      
10          	400         	85          	0.9743      	-1.655      	90.37       
10          	500         	75          	0.9658      	-2.508      	90.4        
10          	600         	64          	0.962       	-3.471      	84.01       
10          	700         	68          	0.9518      	-4.034      	85.4        
10          	800         	53          	0.9454      	-3.963      	82.31       
10          	900         	45          	0.9412      	-4.924      	85.12       
10          	1000        	49          	0.941       	-4.08       	89.15       
10          	1100        	55          	0.934       	-5.385      	78.81       
10          	1200        	47          	0.9376      	-5.07       	77.22       
10          	1300        	44          	0.9342      	-5.119      	75.25       
10          	1400        	44          	0.9196      	-6.55       	71.48       
10          	1500        	45          	0.9143      	-6.679      	70.07       
10          	1600        	41          	0.9263      	-4.797      	67.64       
10          	1700        	46          	0.9082      	-6.766      	64.12       
10          	1800        	51          	0.9046      	-5.87       	60.75       
10          	1900        	44          	0.8956      	-5.29       	55.46       
10          	2000        	39          	0.8919      	-5.683      	50.76       
10          	2100        	40          	0.8885      	-5.648      	44.54       
10          	2200        	36          	0.9071      	-5.848      	43.61       
10          	2300        	39          	0.905       	-6.089      	41.07       
10          	2400        	41          	0.9042      	-6.271      	36.85       
10          	2500        	39          	0.9053      	-5.731      	38.66       
10          	2600        	36          	0.916       	-4.882      	42.23       
10          	2700        	40          	0.9229      	-5.004      	42.19       
10          	2800        	35          	0.9187      	-6.079      	45.4        
10          	2900        	35          	0.9094      	-7.058      	44.99       
10          	3000        	36          	0.9035      	-6.721      	46.92       
10          	3100        	34          	0.901       	-5.992      	46.29       
10          	3200        	34          	0.8971      	-5.377      	49.73       
10          	3300        	33          	0.8944      	-4.496      	51          
10          	3400        	36          	0.9004      	-5.552      	51.89       
10          	3500        	34          	0.8856      	-6.235      	52.96       
10          	3600        	26          	0.8775      	-6.761      	53.61       
10          	3700        	22          	0.8724      	-6.43       	50.01       
10          	3800        	27          	0.8713      	-6.4        	49.32       
10          	3900        	25          	0.8798      	-6.459      	54.01       
10          	4000        	27          	0.8795      	-6.31       	52.66       
10          	4100        	35          	0.8705      	-6.705      	45.22       
10          	4200        	29          	0.8674      	-5.6        	45.61       
10          	4300        	33          	0.8665      	-5.546      	38.5        
10          	4400        	32          	0.8565      	-5.748      	37.81       
10          	4500        	30          	0.8772      	-4.431      	36.25       
10          	4600        	26          	0.879       	-5.038      	32.1        
10          	4700        	24          	0.8764      	-5.149      	33.26       
10          	4800        	30          	0.8808      	-5.121      	30.82       
10          	4900        	31          	0.8763      	-4.885      	30.33       
10          	5000        	27          	0.8579      	-5.276      	34.18       
